Rank,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
730,Matt Halvorsen,WCU,32,34,3.2,8.7,0.371,2.4,6.8,0.353,2.8,3.2,0.864,2.5,2,0.2,3,3.3,2.8,0.5,0.1,11.6
731,Paris Austin,Cal,29,34.5,4.1,9.4,0.44,0.3,1.1,0.281,3,4.2,0.727,2.5,2.2,0.3,2.8,3.1,4.3,1.4,0.2,11.6
732,Payten Ricks,ACU,34,32.3,3.7,8.7,0.421,2.4,6,0.395,1.9,2.2,0.842,1.4,2.2,0.2,2.6,2.8,1.9,1.7,0,11.6
733,Isaiah Crawley,GSU,33,24.4,4.5,7.9,0.563,0.5,1.6,0.283,2.2,3.6,0.617,2,2.8,1.9,3.6,5.5,0.7,0.9,0.4,11.6
734,Jordan Bohannon,UI,35,31,3.2,8.4,0.381,2.3,5.9,0.383,2.9,3.3,0.872,1.7,1.7,0.3,2.1,2.4,3.4,0.7,0,11.6
735,Rasir Bolton,PSU,32,26.9,3.5,9.2,0.383,1.6,4.5,0.361,2.9,3.3,0.876,2.6,1.9,0.6,1.4,2,1.5,0.6,0.1,11.6
736,D'Mitrik Trice,UW,34,32.5,3.9,10.2,0.384,2.2,5.7,0.39,1.5,2,0.75,1.3,1.9,0.2,2.6,2.8,2.6,0.9,0,11.6
737,C.J. Bryce,NCST,36,27.2,4.3,9.2,0.468,1.1,3.1,0.345,1.9,2.5,0.756,1.5,1.7,1.6,3.1,4.6,1.8,1.1,0.4,11.6
738,Davide Moretti,TTU,38,31.6,3.5,7.1,0.498,1.9,4.2,0.459,2.6,2.8,0.924,1.3,2.2,0.1,2,2.1,2.4,1.1,0,11.5
739,Derek Culver,WVU,26,27,4,8.7,0.456,0,0,0,3.6,6.1,0.585,2.5,2.6,3.5,6.4,9.9,1.7,0.5,0.7,11.5
740,Dalonte Brown,MU,32,25.6,3.9,9.2,0.422,1.6,4.9,0.329,2.1,2.8,0.764,1.4,2,1.4,3.6,5,0.5,0.6,0.2,11.5
741,JoJo Walker,UP,32,30.9,3.5,9,0.388,1.6,4.7,0.349,2.9,4.1,0.708,2.1,2.3,0.4,2.7,3.1,3.3,0.9,0,11.5
742,Bryson Robinson,UNO,32,27,3.8,9.3,0.407,2,5.8,0.351,1.9,2.5,0.762,2.3,2,0.8,1.9,2.6,2.6,1.2,0.3,11.5
743,Shelton Mitchell,CLEM,32,32.8,3.8,9.9,0.379,1.5,4.6,0.324,2.5,3,0.833,2.2,1,0.4,2.3,2.7,3,1,0,11.5
744,Neftali Alvarez,FU,30,32,4.5,10.9,0.414,1,3.7,0.27,1.5,2.4,0.616,3.1,2,0.6,3.1,3.7,3.3,1.4,0.1,11.5
745,Antonio Williams,KSU,33,31.8,4.2,8.8,0.479,0.5,1.4,0.378,2.5,3.5,0.73,1.5,3,1.1,2.9,4,2.6,1.8,1,11.5
746,Ty Gadsden,UNCW,29,25.1,3.1,7,0.448,2.3,4.8,0.475,2.9,3.4,0.867,1.1,2.4,0.4,1,1.4,2.3,0.8,0.1,11.5
747,Jeff Thomas,GSU,34,30.7,3.9,9.2,0.419,2.1,5.2,0.401,1.7,2.1,0.792,1.2,2.3,0.8,3.7,4.4,1.1,1,0.8,11.5
748,Marty Hill,UE,32,27.8,4.3,9.6,0.451,1.8,4.3,0.417,1,1.4,0.733,1.2,2.5,0.7,3.2,3.9,1.6,1.2,0.2,11.5
749,Jalen Avery,KSU,30,35.2,3.4,9.7,0.346,2.4,7,0.338,2.4,3,0.798,0.7,1,0.3,2,2.2,3.4,0.5,0,11.5
750,Maceo Jack,GW,33,28.4,3.9,9.8,0.399,1.9,5.6,0.344,1.7,1.9,0.875,1.2,1.5,0.8,3.1,3.9,0.9,0.5,0.3,11.5
751,Jack Purchase,UH,31,30.6,3.8,8.2,0.461,2.5,6.5,0.385,1.4,1.8,0.786,1.4,2.2,0.7,5.2,5.9,2,0.4,0.6,11.5
752,Zigmars Raimo,UH,31,27.5,4.6,8.5,0.545,0,0,0,2.2,4,0.54,1.6,2.9,2.4,3.7,6.1,1.2,1.3,0.3,11.5
753,Hassani Gravett,USC,32,29.6,3.8,9.1,0.418,2,5.1,0.399,1.8,2.3,0.767,1.7,2.3,0.6,3.2,3.8,2.4,0.8,0.2,11.4
754,Terance Mann,FSU,37,31.7,4,7.9,0.505,0.8,2.1,0.39,2.6,3.4,0.79,1.8,2.2,2.5,4,6.5,2.5,0.7,0.3,11.4
755,Tyler Peterson,USD,30,33.2,4.4,9.7,0.449,0.6,2.8,0.205,2.1,2.5,0.851,1.9,2.9,1.1,3.9,5,2,0.8,0.3,11.4
756,J.C. Show,BU,33,33.2,3.9,10,0.392,2.6,6.6,0.393,1,1.2,0.842,1.2,1.5,0.2,3.2,3.5,1.1,1,0,11.4
757,Daejon Davis,SU,26,30.3,3.8,8.8,0.426,1.1,3.2,0.341,2.8,3.7,0.758,3.2,2.7,0.6,2.4,3,4.4,1.5,0.3,11.4
758,Brandon Williams,U of A,26,28.2,3.3,8.9,0.377,1.4,4.4,0.316,3.3,4,0.819,1.8,2,0.2,2.6,2.8,3.3,0.8,0.2,11.4
759,Xzavier Malone,FDU,29,31,4.2,9.5,0.447,1.6,4.5,0.359,1.3,2,0.638,2.1,2.4,0.8,3.1,3.9,1.9,1.1,0.4,11.4
760,Reggie Scurry,MTSU,32,26.4,4.4,7.9,0.56,0.1,0.2,0.4,2.5,3.8,0.667,2,2.6,3,3.1,6,0.8,0.6,0.6,11.4
761,Jordan Hunter,LU,31,25.2,3.7,9.5,0.389,1.6,4.7,0.345,2.4,2.8,0.841,2.2,2,0.2,2.1,2.3,3.6,1.4,0.2,11.4
762,Antwon Portley,FORD,31,31.4,3.9,10.4,0.374,2.2,6.4,0.348,1.4,2.2,0.623,2,1.9,0.4,3.2,3.5,2.9,0.7,0.1,11.4
763,De'Riante Jenkins,VCU,32,28,4.1,10.2,0.405,2,5.8,0.341,1.1,1.5,0.75,1.8,1.5,0.6,3.3,3.9,2,0.8,0.5,11.3
764,Kevin McKay,CMU,35,31.4,4.3,8.3,0.515,0.3,1,0.278,2.5,3.3,0.75,1.9,2.8,3,4.5,7.5,1.3,1.6,0.9,11.3
765,Jared Bynum,SJU,33,36.6,3.8,9.2,0.416,1.1,3.1,0.343,2.6,3.8,0.69,1.9,1.6,0.5,3.2,3.6,4.5,1.3,0.2,11.3
766,Balint Mocsan,ISU,30,27.2,3.7,8.3,0.448,2.4,5.5,0.43,1.6,1.9,0.81,1.7,1.8,0.2,1.9,2.1,2.1,0.9,0.2,11.3
767,Ade Murkey,UD,30,24.3,4.1,8.6,0.475,0.5,1.3,0.35,2.7,3.5,0.774,1.8,2.5,1.2,2.3,3.6,2.1,0.8,0.2,11.3
768,Eddie Stansberry,UH,30,27.4,3.9,9.9,0.391,2.6,7.2,0.358,1,1.4,0.721,0.9,1.4,0.3,2.4,2.7,0.7,0.6,0.3,11.3
769,Lamar Morgan,CSU,33,30.8,3.6,9.7,0.374,2.5,7.7,0.324,1.6,2.2,0.703,1.8,2,0.5,3.6,4.2,0.5,0.6,0.2,11.3
770,Kristian Doolittle,OU,34,29.1,4.3,8.6,0.502,0,0.1,0,2.7,3.5,0.775,1.4,2.1,1.4,5.7,7.1,1.6,0.9,0.5,11.3
771,Evan Leonard,UCI,32,24.2,3.5,7.8,0.448,1.8,4.4,0.414,2.6,3,0.854,1.3,2.3,0.3,2.2,2.5,1.8,1.5,0.2,11.3
772,Jackson Rowe,CSUF,33,31.1,4.4,8.2,0.541,0.5,1.7,0.304,1.9,2.9,0.674,2.2,2.3,1.6,6.3,7.9,1.8,0.6,1.1,11.3
773,LaDavius Draine,USM,33,23.3,4,8.2,0.487,2.4,5.1,0.464,1,1.3,0.786,0.4,2.3,0.9,2.7,3.6,0.5,0.4,0.1,11.3
774,Davonte Fitzgerald,SFA,30,25.9,4.3,10.4,0.417,1,3.5,0.288,1.6,2.7,0.613,1.5,3,1.5,3.7,5.2,0.6,0.8,0.5,11.3
775,Tyrique Jones,XAV,34,24.8,4.4,7.1,0.624,0,0,0,2.4,3.8,0.641,1.5,2.7,3.4,4.4,7.7,0.8,0.8,0.9,11.3
776,Terrell Brown,NMSU,34,24.4,3.1,7.5,0.42,1.9,4.6,0.42,3.1,3.9,0.776,1.5,1.6,0.6,2.1,2.6,1.3,0.6,0,11.3
777,Matt Mooney,TTU,38,31,4.1,9.6,0.426,1.3,3.3,0.386,1.8,2.3,0.782,2.5,1.9,0.2,2.9,3.1,3.3,1.8,0.1,11.3
778,Christian Agnew,UNA,29,26.4,4,10.1,0.391,0.9,3.3,0.268,2.4,3.7,0.664,2.2,3.1,0.7,2.3,3.1,1.1,1.1,0.1,11.3
779,Patrick Tape,COM,27,22.7,4.7,7,0.667,0,0,1,1.9,2.7,0.689,2,3,1.9,4,5.9,1.4,1,1.3,11.3
780,Camren Wynter,DREX,32,34.1,4.5,10.5,0.43,0.7,2.1,0.333,1.5,2,0.762,2.4,2.4,0.9,3.7,4.6,5.4,1.4,0.1,11.2
781,Onno Steger,WCU,32,29.9,3.6,8.8,0.406,2,5.5,0.367,2.1,2.7,0.77,2.4,3.5,1.3,3.6,4.8,2,0.6,0.2,11.2
782,Kaiden Rice,CIT,28,21.1,4,9.2,0.432,2.5,7,0.36,0.7,1,0.69,0.9,1,0.9,2.2,3.1,0.4,0.7,0,11.2
783,Jeromy Rodriguez,ETSU,33,31,4.6,8.3,0.555,0,0,0,2,3,0.677,2.3,2.1,3.4,7.5,10.9,1.9,1.3,0.6,11.2
784,Reid Travis,UK,32,28.5,3.9,7.2,0.537,0.2,0.8,0.269,3.2,4.4,0.732,1.6,2.5,2.7,4.4,7.2,0.9,0.4,0.7,11.2
785,Marquis Eaton,ASU,32,31.9,3.8,10.3,0.372,1.2,3.9,0.317,2.3,3,0.76,2.6,2.4,0.8,2.5,3.3,2.8,0.9,0.3,11.2
786,Lesley Varner,UTRGV,37,26.1,4.1,8.6,0.469,0.7,2.5,0.29,2.4,3.8,0.633,1,2.4,2.1,3.3,5.4,1.1,1.4,0.4,11.2
787,Anthony Masinton-Bonner,CSU,25,26.3,3.9,7.6,0.513,1.6,4,0.41,1.8,2.1,0.865,1.4,1.8,0.3,2.2,2.5,1.4,0.8,0.1,11.2
788,Matt Pile,UNO,32,26.4,4.8,8.2,0.587,0,0,0,1.5,2.7,0.552,1.7,2.5,3.1,4.8,7.9,1.2,0.7,0.8,11.2
789,Jared Rodriguez,U of I,32,26.6,4.1,8.7,0.471,0.9,2.2,0.414,2.1,2.6,0.817,2.2,3.2,2,4.5,6.5,1,0.4,0.6,11.2
790,Jaalam Hill,CSU,28,26.5,5,8.4,0.591,0.4,0.7,0.5,0.9,1.7,0.521,1.6,2.6,1.9,4.1,6.1,1.3,0.7,1.1,11.2
791,Donovann Toatley,UTC,28,24.9,4,9.6,0.42,1,3.3,0.293,2.1,3.1,0.69,2.5,2.4,0.2,1.8,2,2.9,0.4,0,11.2
792,Michael Hughes,DUQ,29,24.2,4.2,7.2,0.589,0.1,0.2,0.286,2.6,4.4,0.594,1.9,3.2,1.8,4.7,6.5,0.9,0.9,2.3,11.2
793,Hunter Vick,TTU,31,33,3.8,9.7,0.397,1.7,4.4,0.397,1.7,2.1,0.831,2,1.9,0.8,2.9,3.8,2.1,1,0.6,11.2
794,Ako Adams,RU,32,27.3,3.4,8.6,0.398,2.2,5.9,0.379,2.1,2.3,0.905,2.3,2.4,0.1,2.5,2.6,2.6,0.6,0,11.2
795,Kane Williams,GSU,33,31.6,3.5,6.9,0.513,0.4,0.9,0.419,3.7,5.2,0.703,2.2,2.2,1,2.1,3.2,3.5,1.9,0.5,11.2
796,Michael Jacobson,ISU,35,25.1,4.5,7.7,0.576,0.5,1.3,0.34,1.8,2.7,0.667,1.1,1.9,2.2,3.8,5.9,0.8,0.9,0.5,11.1
797,Dylan Osetkowski,UT,36,28.8,3.8,8.7,0.439,0.9,3,0.312,2.6,3.4,0.75,1.2,1.8,2.4,4.8,7.2,1.2,1.4,0.4,11.1
798,Blake Reynolds,YALE,29,26.5,4.5,8.2,0.546,1.2,2.8,0.42,1,1.4,0.707,1.4,2.3,1.3,3.3,4.6,1.9,0.6,0.4,11.1
799,K.J. Robinson,UNO,29,30.6,4,9.1,0.436,1.5,4,0.383,1.7,2.1,0.79,1.1,1.4,0.3,2,2.2,3.3,1,0.1,11.1
800,DelFincko Bogan,UTM,31,31.3,3.8,8.3,0.463,1.6,4.2,0.392,1.8,2,0.889,1.6,2,0.9,2.4,3.2,3.1,1.5,0.3,11.1
801,Tacko Fall,UCF,33,24.9,4.7,6.2,0.748,0,0,0,1.8,4.9,0.362,1.8,2.8,2.5,5.1,7.6,0.5,0.2,2.6,11.1
802,Philip Whittington,KSU,33,23.7,4.7,8,0.589,0,0,0,1.7,2.9,0.579,1.5,3.1,3,5.2,8.1,0.5,0.2,1.2,11.1
803,Tyler Cheese,AKR,33,28.2,4.4,10.4,0.421,0.9,3,0.293,1.5,2.2,0.694,2.1,1.9,0.9,4,4.9,2.5,1.1,0.1,11.1
804,Markquis Nowell,UALR,25,30.4,3.8,10,0.382,1.8,5.2,0.354,1.7,2.1,0.792,3.3,2.2,0.4,2.8,3.2,4.2,1.4,0,11.1
805,Clayton Custer,L-IL,34,33.3,3.9,9,0.435,1.8,4.8,0.374,1.5,2.1,0.718,1.9,1.9,0.4,1.6,2,2.7,1.1,0,11.1
806,Jalen Perry,UAB,35,29.8,3.9,9.5,0.408,1.9,5.1,0.365,1.5,2.6,0.6,1.3,1.4,0.6,3.4,4,1.5,0.8,0,11.1
807,Lamont West,WVU,36,24.9,3.4,8.9,0.379,1.8,5.4,0.33,2.6,3.3,0.78,1.4,2.2,1.4,2.7,4.1,0.8,0.6,0.3,11.1
808,Isaac Johnson,WIU,31,26.3,4.5,10.7,0.417,0.5,2.1,0.266,1.6,2.1,0.797,1.9,2.2,0.5,4.5,5.1,1.2,0.9,0.1,11.1
809,Joe Wieskamp,UI,35,27.7,3.6,7.3,0.488,1.7,4,0.424,2.3,2.9,0.767,1.1,1.9,1.4,3.5,4.9,1.1,0.9,0.5,11.1
810,Trey Burch-Manning,USD,26,31.4,4.1,9.2,0.444,1.4,3.3,0.43,1.5,2.5,0.6,1.8,2.9,1.4,4.7,6.2,1.4,1.2,0.3,11.1
811,Rob Edwards,ASU,28,29.3,3.4,9.8,0.344,1.8,4.9,0.375,2.5,3,0.835,1.3,2,0.3,3,3.3,1.3,1,0.2,11.1
812,Josh Ferguson,WIN,30,26.3,3.8,8.3,0.456,1.7,4.2,0.409,1.7,2.2,0.776,1.6,2,2,5.3,7.3,1.3,0.5,0.6,11.1
813,Noah Kirkwood,HAR,30,26.1,4.1,8.8,0.462,1.4,3.6,0.398,1.5,2.2,0.682,2.9,2.6,1,3.4,4.4,1.9,0.9,0.2,11.1
814,Chauncey Hawkins,SFC,30,24.8,3.3,9.5,0.343,1.1,3.6,0.296,3.5,4.5,0.776,1.9,2.2,0.4,1.7,2.2,1.9,1,0.1,11.1
815,D.J. Wilkins,DU,31,32.8,3.6,9.3,0.389,2,5.2,0.389,1.8,2.1,0.848,2,2.1,0.3,2.7,3,2.8,0.8,0,11.1
816,Marcus Stroman,LA,32,33.1,3.5,8.5,0.41,0.3,1.2,0.225,3.8,5.6,0.672,3.6,2.5,1.4,2.9,4.3,6.7,2,0.2,11.1
817,Luka Brajkovic,DAV,34,24.9,4.6,8.4,0.549,0.1,0.4,0.357,1.7,2.4,0.704,1.9,3,2.1,3.9,6,1.4,0.4,1.1,11.1
818,Ja'Vonte Smart,LSU,34,29.9,3.9,10.5,0.368,1.2,3.9,0.311,2.1,2.6,0.839,1.9,1.7,0.4,2.8,3.3,2.4,1.3,0.1,11.1
819,Mitchell Ballock,CU,35,33,3.7,8.2,0.455,2.7,6.5,0.419,0.9,1.2,0.762,1.3,2.1,0.8,3.6,4.4,3.2,0.8,0.2,11.1
820,Dantez Walton,NKU,35,28.3,4.2,9.4,0.445,1.8,5.5,0.325,0.9,1.4,0.62,1.7,2.8,2,3.5,5.5,2.7,0.9,0.7,11.1
821,Darius McNeill,Cal,31,32.6,3.9,10.1,0.391,2.1,6.1,0.349,1,1.5,0.696,1.1,2.2,0.2,1.2,1.4,0.8,1.5,0.1,11
822,Aaron Nesmith,VU,32,29,3.6,9.1,0.392,1.8,5.5,0.337,2.1,2.5,0.825,1.6,3.1,1.1,4.5,5.5,1.4,0.7,0.6,11
823,Javon Freeman-Liberty,VAL,33,31.3,4,8.9,0.452,0.8,2.9,0.289,2.1,3.1,0.693,1.6,2.2,1.1,3.2,4.3,2,1.8,0.4,11
824,Josh Perkins,GU,37,31.3,3.8,8.5,0.454,1.4,3.9,0.366,1.9,2.4,0.816,2,2.1,0.4,2.3,2.7,6.2,1.5,0.1,11
825,James Thompson IV,EMU,32,32.4,4.4,6.8,0.642,0.2,0.5,0.375,2.1,4,0.516,1.4,2.5,4.1,6.8,10.9,0.5,0.7,0.9,11
826,Seth LeDay,ECU,29,24.9,4.1,7.8,0.529,0,0,0,2.7,4.1,0.669,2.4,2.7,2.2,3.7,5.8,1.5,1.4,0.8,11
827,Kamau Stokes,KSU,33,32.3,3.6,9.4,0.379,2,5.6,0.36,1.8,2.5,0.741,1.8,1.7,0.4,2.5,2.8,3.3,1.3,0.2,11
828,Rob Whitfield,UMKC,32,30.3,3.7,8.9,0.414,2.6,6.3,0.418,1,1.2,0.865,1.2,1.6,0.5,2.2,2.7,1.7,1.5,0.1,11
829,Quentin Goodin,XAV,31,34.7,3.7,9.9,0.37,1.4,4.5,0.298,2.3,3.5,0.664,2.7,2.5,0.3,2.8,3.2,4.8,1.2,0.2,11
830,Jazz Johnson,UNR,33,28.6,3.4,7,0.487,2.2,4.8,0.452,2,2.3,0.844,0.8,1.9,0.2,1.5,1.8,1.5,0.6,0.1,11
831,Danny Lewis,KENN,23,24.1,4.1,11.4,0.359,1.5,4.3,0.354,1.3,2,0.644,2.2,2.5,0.2,1.3,1.6,1.7,0.7,0,11
832,Simi Shittu,VU,32,26.7,4.1,8.8,0.468,0,0.6,0.056,2.7,4.7,0.576,2.9,2.3,1.6,5.1,6.7,1.8,0.7,0.5,10.9
833,Josh Davis,WMY,31,28.1,4,9.1,0.442,0.9,3.1,0.299,1.9,2.9,0.659,2.9,2.7,1.3,4.2,5.5,1.6,0.7,0.3,10.9
834,Rickey Holden,CSUB,34,30.4,3.5,9,0.387,1.3,3.3,0.402,2.6,3.1,0.857,2.1,2.1,0.4,1.9,2.3,3.7,1.1,0.1,10.9
835,Ebuka Izundu,UM,32,27.5,4.6,7,0.653,0,0.1,0.333,1.7,2.5,0.684,1.4,3.1,3.5,4.9,8.3,1,0.8,1.2,10.9
836,Sean Lloyd,SIU,32,31.5,3.6,7.8,0.462,1.1,2.9,0.387,2.5,3.5,0.717,2.2,2.2,1,3.2,4.3,1.4,0.8,0.2,10.9
837,Chase Jeter,U of A,30,24.7,4.3,7.4,0.574,0,0,0,2.4,3.8,0.623,1.4,3,2.2,4.4,6.6,0.6,0.5,0.6,10.9
838,Lamonte Turner,UT,28,31,3.9,9.2,0.42,1.8,5.5,0.32,1.4,1.8,0.784,1.5,2.5,0.3,2.4,2.7,3.8,1.2,0.1,10.9
839,Jordan Lathon,UTEP,27,32.9,3.8,9.4,0.4,1.6,4.4,0.35,1.8,3,0.6,2.7,3.4,0.5,4.6,5,2.7,0.7,0.9,10.9
840,Dontrell Shuler,CSU,34,26.7,4,9.3,0.432,0.9,3.4,0.263,1.9,3.2,0.611,1.6,2,0.6,2.1,2.7,1.8,1,0.1,10.9
841,Samuel Idowu,SPC,32,24.6,4.4,8.2,0.532,0.5,1.5,0.347,1.6,2.1,0.773,1.8,2.9,1.7,3.9,5.6,0.4,0.4,1.8,10.9
842,Matt Bradley,Cal,31,28.4,3.5,8.5,0.413,1.6,3.4,0.472,2.2,2.8,0.793,1.9,2.7,0.9,2.7,3.6,2,0.9,0.4,10.9
843,Bjorn Broman,WIN,29,30.4,2.9,7.6,0.384,2.2,6.2,0.358,2.9,3.6,0.806,1,1.6,0.7,2.3,3,2.3,0.6,0.1,10.9
844,Collin Gillespie,VILL,35,29.5,3.3,8,0.409,2.1,5.6,0.379,2.2,2.7,0.839,1.5,2.7,0.3,2,2.4,2.8,1.1,0.1,10.9
845,Preston Parks,UTM,28,30.9,3.5,10.2,0.344,1.6,4.5,0.36,2.2,2.7,0.84,2.8,1.9,0.5,3.4,3.9,3.5,1.1,0,10.9
846,Caleb Green,HC,33,35.8,4.1,9.5,0.433,1.1,3.4,0.333,1.5,1.9,0.797,1.7,1.5,0.4,2.5,2.9,3.2,1.2,0.1,10.8
847,Garrett Gilkeson,VMI,32,33.2,3.6,8.1,0.45,1.5,3.5,0.42,2.1,2.7,0.8,1.7,2.3,1.7,4.5,6.2,2.8,1.6,0.2,10.8
848,Bodie Hume,UNC,32,26.4,3.5,8.1,0.434,2.2,5.7,0.377,1.7,2.3,0.72,1.2,2.1,1.2,3.1,4.3,0.9,0.4,1.2,10.8
849,"Travis Fields, Jr.",RU,32,29.8,3.8,9.2,0.412,1.8,4.6,0.397,1.4,2.1,0.672,1.5,2.5,0.4,1.8,2.2,3,1.5,0.1,10.8
850,Rashad Williams,CSU,31,23.5,3.6,8.8,0.405,2.9,7.2,0.408,0.7,1,0.767,1.3,1.5,0.1,1.7,1.8,0.7,0.6,0,10.8
851,Tyere Marshall,RU,30,23,4.4,9,0.491,0,0,0,2,3.2,0.615,1.4,2.6,2.5,4.1,6.6,1.3,0.7,0.6,10.8
852,Issac Vann,VCU,33,27.4,3.7,8.8,0.421,1,3.2,0.305,2.5,3,0.818,1.5,2.3,0.8,2.7,3.6,2.2,1.2,0.2,10.8
853,"Robert Montgomery, Jr.",CMU,32,28,4,9.1,0.44,0.7,2.2,0.304,2.2,3.6,0.595,1.3,3,1.6,4.1,5.7,0.8,0.8,0.9,10.8
854,J.D. Miller,TCU,37,30.7,3.6,7.8,0.466,0.7,2.5,0.266,2.8,4.2,0.669,1.3,1.6,2.3,4.3,6.6,1.7,0.7,0.5,10.8
855,Noah Baumann,SJSU,31,27.4,3.5,8.7,0.407,2.6,5.7,0.455,1.1,1.4,0.773,2,1.7,0.3,2.4,2.7,1.8,0.5,0.1,10.8
856,Tyler Harris,UM,36,25.6,3.6,9.7,0.369,2.2,7,0.315,1.4,1.7,0.839,1.7,2,0.4,1.4,1.8,1.9,0.6,0,10.8
857,Charles Brown,UIW,29,22.1,4.1,7.4,0.551,0.8,2.3,0.353,1.8,2.1,0.883,1.8,2.5,0.5,2.2,2.7,0.8,0.5,0,10.8
858,Amorie Archibald,LTU,33,31.7,3.7,9.4,0.397,1.7,4.8,0.357,1.6,2.4,0.684,1.8,1.9,0.8,3.2,4,3.1,0.8,0.3,10.8
859,Jake Hendricks,UW,23,36,3.5,8.7,0.398,2.9,7.2,0.406,0.9,1.4,0.636,1,2.6,0.1,2.7,2.9,1,1,0,10.8
860,Abayomi Iyiola,STET,31,22.9,4.4,9,0.484,0,0.3,0.125,2,2.8,0.733,1.3,2.8,2.7,4.8,7.6,0.5,1,1.2,10.8
861,C.J. Duff,WIU,31,33.1,4,9.6,0.418,1.8,4.4,0.422,0.9,1.1,0.818,1.2,2.4,0.5,2.4,2.8,1.6,0.8,0,10.8
862,Daniel Oturu,U of M,35,23.8,4.3,7.9,0.551,0,0.1,0.5,2.1,3.3,0.615,1.5,2.7,2.5,4.5,7,0.5,0.5,1.3,10.8
863,James Foye,DART,30,29.3,4,8.3,0.484,1.8,4.2,0.429,1,1.2,0.806,0.8,2.5,0.4,2.8,3.2,2.3,0.7,0.1,10.8
864,Tyson Smith,UTRGV,37,24.6,3.2,8.2,0.394,1.9,5.3,0.364,2.4,2.9,0.817,1.7,3,0.4,1.9,2.2,1.8,1.1,0.3,10.8
865,Shakur Juiston,UNLV,8,28.9,4.4,9.9,0.443,0.5,1.6,0.308,1.5,2.6,0.571,3.6,2.9,1.8,7,8.8,2,1.5,0.9,10.8
866,Nikola Maric,UALR,31,24.4,3.9,7.5,0.517,0.5,1.1,0.429,2.5,3.9,0.645,3.2,3.4,1.3,3.2,4.5,1.7,0.2,0.6,10.7
867,"Reginald Johnson, Jr.",ASU,30,21.1,3.9,9.8,0.401,1.2,3.9,0.302,1.7,2.7,0.622,1.1,1.6,1.6,2.1,3.6,0.9,0.5,0.2,10.7
868,Joe Kasperzyk,BU,30,25.2,3.5,8.1,0.43,0.6,2.3,0.243,3.2,3.9,0.805,2.9,2.8,0.5,2.1,2.5,2.4,1.1,0.3,10.7
869,Ted McCree,NAU,26,23.7,3.7,9.1,0.411,2,5.2,0.375,1.3,1.5,0.872,1.2,1,0.2,1.9,2.1,1,0.7,0.1,10.7
870,Clay Mounce,FU,33,28.7,4.1,7.8,0.517,1.6,3.8,0.417,1,1.3,0.75,1.5,2.1,1.5,4.1,5.6,2,0.9,1.1,10.7
871,D.J. Harvey,ND,29,25.8,3.6,9.2,0.39,1.2,4,0.299,2.3,3.1,0.747,1.5,1.9,0.8,3.4,4.2,0.7,0.6,0.5,10.7
872,Chuck Champion,L-MD,32,30.8,4.1,10.5,0.39,1.2,4.2,0.278,1.4,2,0.698,1.7,1.3,0.7,2.8,3.5,1.9,1.1,0.1,10.7
873,Desure Buie,HOF,35,32.8,3.5,7.9,0.438,0.9,2.7,0.344,2.9,3.1,0.909,1.8,1.4,0.3,2.4,2.7,5.2,2.3,0.1,10.7
874,LaDarien Griffin,STBN,24,33.2,4.1,8.5,0.488,0.1,0.4,0.2,2.4,3.2,0.74,1.7,2.1,1.9,4.3,6.2,1.3,1.1,1,10.7
875,"Sheryn Devonish-Prince, Jr.",MSU,30,27.9,3.5,10,0.346,0.5,2,0.271,3.2,3.7,0.866,2.1,2.5,0.6,1.6,2.1,2.2,1,0,10.7
876,Roosevelt Smart,UNT,26,29.7,3.7,11.2,0.333,2,7.2,0.274,1.3,1.7,0.767,2,2.4,0.5,3.1,3.6,1.1,0.7,0.2,10.7
877,Kevin Anderson,UD,29,35,3.6,9.2,0.39,1.1,3.5,0.324,2.4,3.1,0.775,2.9,2.8,0.7,3.5,4.2,3.8,1.1,0.4,10.7
878,Lafayette Dorsey,PAC,32,20.9,3.6,8.6,0.415,1.1,3.4,0.321,2.5,2.9,0.859,1.8,2.2,0.5,2.3,2.8,1,0.5,0.1,10.7
879,Troymain Crosby,ASU,28,27.4,3.6,9.4,0.386,0.2,1.2,0.182,3.2,4.1,0.781,3.3,2.8,1.8,3.2,4.9,2.8,1.1,0.5,10.7
880,Jashaun Agosto,LIU,31,34.6,3.8,10,0.379,0.8,3.3,0.257,2.3,3.4,0.67,3.1,2.6,0.7,2.4,3,4.8,0.9,0.2,10.7
881,"Eric Cooper, Jr.",PU,34,28.1,3.4,8.5,0.403,2.5,5.9,0.418,1.4,1.7,0.81,0.6,2,0.4,2.2,2.6,0.9,0.5,0.1,10.7
882,Rodney Henderson,CSUN,28,25.8,3.6,9.4,0.386,1.9,5.7,0.331,1.5,1.9,0.788,0.7,1.9,1.1,2.3,3.4,0.8,0.8,0.2,10.6
883,Jordan Bowden,UT,36,27.8,3.6,7.8,0.459,1.4,3.8,0.378,2.1,2.6,0.817,1,2.1,0.6,2.9,3.5,1.9,0.9,0.3,10.6
884,Skyler Hogan,SEMO,30,26.3,4,9.1,0.438,1.5,4,0.38,1.1,1.4,0.767,1.2,1.4,0.5,2.7,3.3,1.1,0.7,0.2,10.6
885,Zach Hankins,XAV,35,21.8,4.6,6.7,0.686,0,0,0,1.4,2.2,0.615,1,1.9,2.2,3.1,5.3,1.1,0.4,1.5,10.6
